language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r
Arabic,21,48,2,1,6,0.02935685371808814,0.25364868609517605,0.25364868609517605
Arabic,26,27,1,0,1,0.02959924634995849,0.27742181070539035,0.27742181070539035
Arabic,16,22,2,1,2,0.029617695220090647,0.29415334274167393,0.29415334274167393
Arabic,44,30,1,0,2,0.02992349781808711,0.35823336153467594,0.35823336153467594
Arabic,1,20,1,0,1,0.029929423365910094,0.25092879265728224,0.25092879265728224
Arabic,41,3,4,1,4,0.030099351696650428,0.3614500109707848,0.3614500109707848
Arabic,25,37,4,1,2,0.030165638888062618,0.40439419525013576,0.40439419525013576
Arabic,8,3,5,1,5,0.030412247237540487,0.36504308897241755,0.36504308897241755
Arabic,33,42,3,1,6,0.03043771811382616,0.3518210082334421,0.3518210082334421
Arabic,23,33,2,1,2,0.03062018638120724,0.5668027485278194,0.5668027485278194
Arabic,26,40,2,1,1,0.03071260530732484,0.3524394456556437,0.3524394456556437
Arabic,14,12,3,0,3,0.03094296307585546,0.36110555682335765,0.36110555682335765
Arabic,31,46,1,0,1,0.03131128289691074,0.21498545383502918,0.21498545383502918
Arabic,8,46,1,0,1,0.03135820498707521,0.21488173169212554,0.21488173169212554
Arabic,6,50,3,0,3,0.031605593009872555,0.32339870578696267,0.32339870578696267
Arabic,50,30,1,0,3,0.03225953106947346,0.3426784319296826,0.3426784319296826
Arabic,22,37,4,1,4,0.032468043583096615,0.3380372428910443,0.3380372428910443
Arabic,3,1,5,1,3,0.03247421553212931,0.3105036919420602,0.3105036919420602
Arabic,9,39,1,0,5,0.03257796555594391,0.24722579518718502,0.24722579518718502
Arabic,25,30,4,1,4,0.03314026590378866,0.383467020032776,0.383467020032776
Arabic,44,42,1,0,1,0.03358556823255661,0.2591198975687389,0.2591198975687389
Arabic,26,37,4,1,4,0.03376826553401817,0.3970195209036829,0.3970195209036829
Arabic,35,46,1,0,1,0.03377709086599681,0.21235875731290424,0.21235875731290424
Arabic,9,25,1,1,1,0.03412158249908183,0.36956825689532935,0.36956825689532935
Arabic,25,5,4,1,3,0.03434298598577027,0.47128465701911676,0.47128465701911676
Arabic,31,1,1,0,3,0.0344360253209138,0.27128320452422094,0.27128320452422094
Arabic,26,48,2,1,1,0.034519599319659755,0.42243809231549473,0.42243809231549473
Arabic,22,24,2,1,1,0.03458694978658634,0.26641984861427037,0.26641984861427037
Arabic,23,14,3,1,3,0.03470854420876097,0.5168066314605851,0.5168066314605851
Arabic,4,45,1,0,4,0.03476614630371234,-0.10728819584061752,0.10728819584061752
Arabic,42,17,1,0,1,0.034831177696561785,0.26390553063649047,0.26390553063649047
Arabic,33,22,3,1,3,0.03500965144710231,0.3615905899948509,0.3615905899948509
Arabic,50,31,1,0,7,0.035288710564276536,0.328673527478397,0.328673527478397
Arabic,18,33,3,1,3,0.035407406082003906,0.4838289032604623,0.4838289032604623
Arabic,50,43,2,0,2,0.035897686760097004,0.22379694228592834,0.22379694228592834
Arabic,28,46,4,1,7,0.036373287498036526,0.30155842867343535,0.30155842867343535
Arabic,32,5,2,1,4,0.036403233232761845,0.4384598386734516,0.4384598386734516
Arabic,3,29,5,1,2,0.0368418325703232,0.3528042297578056,0.3528042297578056
Arabic,44,40,1,1,3,0.037545563832517934,0.4063210550865036,0.4063210550865036
Arabic,14,1,3,0,3,0.037968584817924485,0.28714215841331564,0.28714215841331564
Arabic,16,34,4,1,4,0.03805533351543107,0.3336397601518042,0.3336397601518042
Arabic,41,43,1,0,3,0.03824054694741787,0.23200630003583395,0.23200630003583395
Arabic,48,27,2,1,1,0.03834094470836457,0.3643225972911355,0.3643225972911355
Arabic,6,23,2,1,2,0.03837405565377744,0.2524190833351461,0.2524190833351461
Arabic,24,50,1,0,1,0.03898027088269807,0.2919387581515563,0.2919387581515563
Arabic,35,50,1,0,1,0.03925406729494948,0.3405166067475213,0.3405166067475213
Arabic,44,50,1,0,1,0.039641945385156245,0.38790574827823976,0.38790574827823976
Arabic,12,1,1,0,3,0.03967985470373529,0.2514583739158681,0.2514583739158681
Arabic,12,19,1,0,2,0.03992693567218904,0.3460043449145809,0.3460043449145809
Arabic,39,27,2,0,2,0.04003477996034593,0.28230995756002436,0.28230995756002436
Arabic,44,43,1,0,3,0.040356037487712736,0.21284667375841,0.21284667375841
Arabic,37,48,5,1,5,0.04056908610137416,0.35329800130544425,0.35329800130544425
Arabic,49,41,1,0,1,0.040615652905287174,0.29602279032862794,0.29602279032862794
Arabic,12,14,3,0,3,0.040779642892595495,0.41022664713632584,0.41022664713632584
Arabic,36,48,2,1,1,0.041070367444388606,0.2967042391559639,0.2967042391559639
Arabic,29,47,3,1,3,0.04166671140080079,0.3586930607148155,0.3586930607148155
Arabic,1,28,3,1,3,0.04185594570238512,0.3069255750275317,0.3069255750275317
Arabic,10,48,2,1,1,0.0418805664413498,0.39684159244545986,0.39684159244545986
Arabic,26,17,2,0,1,0.04201103823739885,0.3025996494316804,0.3025996494316804
Arabic,45,39,1,0,1,0.04201984765013348,0.2470124744395513,0.2470124744395513
Arabic,50,9,1,0,1,0.042812256122729715,0.32245047199451293,0.32245047199451293
Arabic,22,18,4,1,4,0.04312791069607543,0.35560988978400254,0.35560988978400254
Arabic,35,3,5,1,5,0.043236070225699065,0.3131207983955557,0.3131207983955557
Arabic,44,41,2,0,1,0.043487947023285324,0.3136349650654881,0.3136349650654881
Arabic,31,41,1,0,3,0.04366077375273022,0.34244070399304577,0.34244070399304577
Arabic,47,27,1,0,2,0.04441773877004088,0.24679800669975918,0.24679800669975918
Arabic,45,32,7,1,2,0.04443001595625184,0.2598481737164387,0.2598481737164387
Arabic,50,46,1,0,1,0.04450469441175771,0.1973959233503187,0.1973959233503187
Arabic,22,17,5,1,4,0.044758398863033934,0.28132571143349605,0.28132571143349605
Arabic,23,38,2,1,1,0.044798467185913,0.5443170666506411,0.5443170666506411
Arabic,14,39,2,0,5,0.04487456836946597,0.2974893014361608,0.2974893014361608
Arabic,3,42,5,1,5,0.045010519821474256,0.19071829174977695,0.19071829174977695
Arabic,32,30,7,1,3,0.045321068427757634,0.364492212559781,0.364492212559781
Arabic,49,42,1,0,1,0.045388539882900626,0.23570745347010083,0.23570745347010083
